fault_dimension,severity,scenario,seed,controller,policy,expected_cost_usd,carbon_kg,cost_delta_pct,mean_reliability_w,mean_delta_mw,mean_interval_width_cert,solver_status_ok_rate,guarantee_checks_passed_rate,adaptive_width_mean,adaptive_width_p95,lambda_mw_used_mean,rac_sensitivity_mean,rac_sensitivity_p95,rac_q_multiplier_mean,rac_q_multiplier_p95,rac_inflation_mean,cvar_eta,cvar_cost,cqr_picp_group_low,cqr_width_group_low,cqr_picp_group_mid,cqr_width_group_mid,cqr_picp_group_high,cqr_width_group_high,mae,rmse,picp_90,picp_95,mean_interval_width,pinball_loss_q05,pinball_loss_q50,pinball_loss_q95,pinball_loss_mean,winkler_score_90,violation_rate,violation_severity,recovery_time,intervention_rate,true_soc_violation_rate,true_soc_violation_steps,true_soc_violation_severity_mean_mwh,true_soc_violation_severity_p95_mwh,true_soc_violation_severity_mean,true_soc_violation_severity_p95,true_soc_min_mwh,true_soc_max_mwh,recovery_time_mean,unsafe_command_rate,bms_trip_rate,grid_import_violation_rate,true_soc_violation_mask,certificate_presence_rate,certificate_missing_fields
out_of_order,0.0,out_of_order,44,dc3s_wrapped,dc3s_wrapped,113339850.088662,785522066.994444,-0.000339,1.0,0.0,522.958169,1.0,0.916667,522.958169,541.146576,0.0,0.022592,0.044314,1.022592,1.044314,1.018074,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,522.958169,13.073954,0.0,13.073954,8.715969,522.958169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.229798,10000.0,0.0,0.083333,0.083333,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",1.0,0.0
out_of_order,0.0,out_of_order,44,deterministic_lp,deterministic_lp,113340234.177507,785527320.908588,0.0,1.0,0.0,502.325167,1.0,1.0,502.325167,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.325167,12.558129,0.0,12.558129,8.372086,502.325167,0.145833,334.080261,0.0,0.0,0.145833,7.0,47.725752,224.43658,47.725752,224.43658,-312.393359,10000.0,1.714286,0.145833,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False  True  True  True
 False False False False False False False False False False False False
 False False False False False False False  True  True False  True  True]",0.0,192.0
out_of_order,0.0,out_of_order,44,robust_fixed_interval,robust_fixed_interval,113334836.809365,785521443.585873,-0.004762,1.0,0.0,502.325167,0.666667,1.0,502.325167,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.325167,12.558129,0.0,12.558129,8.372086,502.325167,0.5625,3.421524,0.0,0.0,0.5625,27.0,0.126723,0.278686,0.126723,0.278686,-0.488096,10000.0,14.0,0.5625,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True
  True  True  True  True  True  True  True  True  True  True  True  True]",0.0,192.0
out_of_order,0.0,out_of_order,44,scenario_mpc,scenario_mpc,113334860.526866,785521627.133113,-0.004741,1.0,0.0,8138.642892,1.0,1.0,8138.642892,9239.320415,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,8138.642892,203.466072,0.0,203.466072,135.644048,8138.642892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",0.0,192.0
out_of_order,0.0,out_of_order,44,scenario_robust,scenario_robust,113334860.526866,785521627.133113,-0.004741,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",0.0,192.0
out_of_order,0.0,out_of_order,55,aci_conformal,aci_conformal,113683395.615424,786943224.098792,0.0319,1.0,0.0,99.953,1.0,1.0,99.953,99.9953,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,99.953,2.498825,0.0,2.498825,1.665883,99.953,0.0,0.0,0.0,0.020833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14600.0,0.0,0.020833,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",0.0,192.0
out_of_order,0.0,out_of_order,55,cvar_interval,cvar_interval,113621292.199531,786224791.494758,-0.022746,1.0,0.0,502.325167,0.9375,1.0,502.325167,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,61625690.410731,61638753.432123,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.325167,12.558129,0.0,12.558129,8.372086,502.325167,0.083333,1.098133,0.0,0.0,0.083333,4.0,0.274533,0.274533,0.274533,0.274533,-0.274533,10000.0,2.5,0.083333,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False  True  True  True  True]",0.0,192.0
out_of_order,0.0,out_of_order,55,dc3s_ftit,dc3s_ftit,113888982.569852,787980752.486671,0.212799,1.0,0.0,306.39893,1.0,0.9375,306.39893,307.25552,0.0,0.024133,0.052859,1.0,1.0,1.004557,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,306.39893,7.659973,0.0,7.659973,5.106649,306.39893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.217391,10000.0,0.0,0.0625,0.0625,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",1.0,0.0
out_of_order,0.0,out_of_order,55,dc3s_wrapped,dc3s_wrapped,113888982.569852,787980752.486671,0.212799,0.998092,0.0,525.363441,1.0,0.9375,525.363441,556.076428,0.0,0.024133,0.052859,1.025469,1.056642,1.019688,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,525.363441,13.134086,0.0,13.134086,8.756057,525.363441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4565.217391,10000.0,0.0,0.0625,0.0625,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",1.0,0.0
out_of_order,0.0,out_of_order,55,deterministic_lp,deterministic_lp,113647142.021705,786446046.746242,0.0,1.0,0.0,502.325167,1.0,1.0,502.325167,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.325167,12.558129,0.0,12.558129,8.372086,502.325167,0.083333,330.962841,0.0,0.0,0.083333,4.0,82.74071,266.436993,82.74071,266.436993,-310.072868,10000.0,2.5,0.083333,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False  True  True  True  True]",0.0,192.0
out_of_order,0.0,out_of_order,55,robust_fixed_interval,robust_fixed_interval,113621292.199531,786224791.494758,-0.022746,1.0,0.0,502.325167,0.9375,1.0,502.325167,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.325167,12.558129,0.0,12.558129,8.372086,502.325167,0.083333,1.098133,0.0,0.0,0.083333,4.0,0.274533,0.274533,0.274533,0.274533,-0.274533,10000.0,2.5,0.083333,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False  True  True  True  True]",0.0,192.0
out_of_order,0.0,out_of_order,55,scenario_mpc,scenario_mpc,113621308.296356,786224897.084646,-0.022732,1.0,0.0,8142.879932,1.0,1.0,8142.879932,9299.451939,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,8142.879932,203.571998,0.0,203.571998,135.714666,8142.879932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",0.0,192.0
out_of_order,0.0,out_of_order,55,scenario_robust,scenario_robust,113621308.296356,786224897.084646,-0.022732,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",0.0,192.0
out_of_order,0.05,out_of_order,11,aci_conformal,aci_conformal,112776535.710035,781043166.862738,0.020231,1.0,0.0,99.953,1.0,1.0,99.953,99.9953,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,99.953,2.498825,0.0,2.498825,1.665883,99.953,0.0,0.0,0.0,0.020833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14542.760299,0.0,0.020833,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",0.0,192.0
out_of_order,0.05,out_of_order,11,cvar_interval,cvar_interval,112743153.643645,780773194.018798,-0.009375,1.0,0.0,502.325167,0.916667,1.0,502.325167,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,61243308.557758,61253038.235188,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.325167,12.558129,0.0,12.558129,8.372086,502.325167,0.0625,0.991709,0.0,0.0,0.0625,3.0,0.33057,0.33057,0.33057,0.33057,-0.33057,10000.0,2.0,0.0625,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False  True  True  True]",0.0,192.0
out_of_order,0.05,out_of_order,11,dc3s_ftit,dc3s_ftit,112804692.501631,781176947.165868,0.045203,0.948088,81.823236,306.411984,1.0,1.0,306.411984,307.25552,0.0,0.023769,0.041146,1.0,1.0,1.004599,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,306.411984,7.6603,0.0,7.6603,5.106866,306.411984,0.0,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,0.0,0.0,1067.354828,10000.0,0.0,0.020833,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",1.0,0.0
out_of_order,0.05,out_of_order,11,dc3s_wrapped,dc3s_wrapped,112743179.508402,780773366.357941,-0.009352,0.920833,0.0,565.707766,0.958333,0.979167,565.707766,1009.084988,0.0,0.023769,0.041146,1.079186,1.674073,1.034849,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,565.707766,14.142694,0.0,14.142694,9.428463,565.707766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122011,10000.0,0.0,0.020833,0.020833,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",1.0,0.0
out_of_order,0.05,out_of_order,11,deterministic_lp,deterministic_lp,112753724.380899,780783960.335525,0.0,1.0,0.0,502.325167,1.0,1.0,502.325167,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.325167,12.558129,0.0,12.558129,8.372086,502.325167,0.125,332.324172,0.0,0.0,0.125,6.0,55.387362,238.322548,55.387362,238.322548,-311.543655,10000.0,2.0,0.125,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False  True  True  True  True False False
 False False False False False False False False False False False False
 False False False False False False  True False False  True False False]",0.0,192.0
out_of_order,0.05,out_of_order,11,robust_fixed_interval,robust_fixed_interval,112743153.643645,780773194.018798,-0.009375,1.0,0.0,502.325167,0.916667,1.0,502.325167,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.325167,12.558129,0.0,12.558129,8.372086,502.325167,0.0625,0.991709,0.0,0.0,0.0625,3.0,0.33057,0.33057,0.33057,0.33057,-0.33057,10000.0,2.0,0.0625,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False  True  True  True]",0.0,192.0
out_of_order,0.05,out_of_order,11,scenario_mpc,scenario_mpc,112743172.02651,780773321.273592,-0.009359,1.0,0.0,8114.544955,1.0,1.0,8114.544955,9169.071617,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,8114.544955,202.863624,0.0,202.863624,135.242416,8114.544955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",0.0,192.0
out_of_order,0.05,out_of_order,11,scenario_robust,scenario_robust,112743172.02651,780773321.273592,-0.009359,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",0.0,192.0
out_of_order,0.05,out_of_order,22,aci_conformal,aci_conformal,113071427.431258,784757529.45216,-0.004896,1.0,0.0,99.953,1.0,1.0,99.953,99.9953,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,99.953,2.498825,0.0,2.498825,1.665883,99.953,0.0,0.0,0.0,0.020833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.020833,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",0.0,192.0
out_of_order,0.05,out_of_order,22,cvar_interval,cvar_interval,113071416.156228,784757413.872497,-0.004906,1.0,0.0,502.325167,0.979167,1.0,502.325167,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,58537370.196731,58545552.03956,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,502.325167,12.558129,0.0,12.558129,8.372086,502.325167,0.020833,0.295867,0.0,0.0,0.020833,1.0,0.295867,0.295867,0.295867,0.295867,-0.295867,10000.0,1.0,0.020833,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False  True]",0.0,192.0
out_of_order,0.05,out_of_order,22,dc3s_ftit,dc3s_ftit,113107630.82735,784993738.762084,0.027121,0.982965,36.090533,306.40145,1.0,1.0,306.40145,307.25552,0.0,0.023049,0.049126,1.0,1.0,1.004565,0.0,0.0,1.0,503.45306,1.0,503.45306,1.0,503.45306,0.0,0.0,1.0,1.0,306.40145,7.660036,0.0,7.660036,5.106691,306.40145,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,627.684365,10000.0,0.0,0.020833,0.0,0.0,"[False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False
 False False False False False False False False False False False False]",1.0,0.0
