scenario,seed,controller,policy,expected_cost_usd,carbon_kg,cost_delta_pct,mean_reliability_w,mean_delta_mw,mean_interval_width_cert,solver_status_ok_rate,guarantee_checks_passed_rate,adaptive_width_mean,adaptive_width_p95,lambda_mw_used_mean,rac_sensitivity_mean,rac_sensitivity_p95,rac_q_multiplier_mean,rac_q_multiplier_p95,rac_inflation_mean,cvar_eta,cvar_cost,cqr_picp_group_low,cqr_width_group_low,cqr_picp_group_mid,cqr_width_group_mid,cqr_picp_group_high,cqr_width_group_high,mae,rmse,picp_90,picp_95,mean_interval_width,pinball_loss_q05,pinball_loss_q50,pinball_loss_q95,pinball_loss_mean,winkler_score_90,violation_rate,violation_severity,recovery_time,intervention_rate,true_soc_violation_rate,true_soc_violation_steps,true_soc_violation_severity_mean_mwh,true_soc_violation_severity_p95_mwh,true_soc_violation_severity_mean,true_soc_violation_severity_p95,true_soc_min_mwh,true_soc_max_mwh,recovery_time_mean,unsafe_command_rate,bms_trip_rate,grid_import_violation_rate,certificate_presence_rate,certificate_missing_fields,alpha0,ph_lambda,kappa_drift_penalty,horizon,seeds,run_dir
drift_combo,22,dc3s_wrapped,dc3s_wrapped,414708458.130841,2882710444.426015,-0.012588,0.842066,0.0,645.501365,0.934524,0.994048,645.501365,1058.153522,0.0,0.054125,0.331448,1.164464,1.710969,1.074715,0.0,0.0,0.571429,503.45306,0.589286,503.45306,0.142857,503.45306,3426.680318,5700.393263,0.440476,0.440476,645.501365,951.564471,1713.340159,2319.989382,1661.631338,65431.077078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020875,10000.0,0.0,0.005952,0.005952,0.0,1.0,0.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,22,deterministic_lp,deterministic_lp,414760666.609529,2883036095.44782,0.0,1.0,0.0,503.130805,1.0,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.571429,503.45306,0.589286,503.45306,0.142857,503.45306,3426.680318,5700.393263,0.434524,0.434524,503.130805,966.3164,1713.340159,2342.028265,1673.894941,66166.8933,0.053571,668.496213,0.069565,0.0,0.053571,9.0,74.277357,306.888546,74.277357,306.888546,-311.735766,10000.0,2.111111,0.053571,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,22,robust_fixed_interval,robust_fixed_interval,414708447.505727,2882710406.587181,-0.01259,1.0,0.0,503.130805,0.767857,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.571429,503.45306,0.589286,503.45306,0.142857,503.45306,3426.680318,5700.393263,0.434524,0.434524,503.130805,966.3164,1713.340159,2342.028265,1673.894941,66166.8933,0.321429,4.307923,0.0,0.0,0.321429,54.0,0.079776,0.079776,0.079776,0.079776,-0.079776,10000.0,27.5,0.321429,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,22,scenario_mpc,scenario_mpc,414708451.945963,2882710436.107744,-0.012589,1.0,0.0,8149.684451,1.0,1.0,8149.684451,9395.128887,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.571429,503.45306,0.589286,503.45306,0.142857,503.45306,3426.680318,5700.393263,0.625,0.684524,8149.684451,889.051169,1713.340159,920.149451,1174.18026,36184.012403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,22,scenario_robust,scenario_robust,414708451.945963,2882710436.107744,-0.012589,1.0,0.0,22432.402668,1.0,1.0,22432.402668,28931.764182,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.571429,503.45306,0.589286,503.45306,0.142857,503.45306,3426.680318,5700.393263,0.946429,0.970238,22432.402668,968.714729,2052.602931,497.572908,1172.963523,29325.752743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,33,aci_conformal,aci_conformal,414214802.957757,2874716464.881353,0.023299,1.0,0.0,16157.586578,1.0,1.0,16157.586578,16157.667244,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.571429,503.45306,0.5,503.45306,0.160714,503.45306,3345.535086,5847.167691,0.89881,0.952381,16157.586578,1024.207052,1672.767543,353.753853,1016.909483,27559.218098,0.0,0.0,0.0,0.017857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14369.012911,0.0,0.017857,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,33,cvar_interval,cvar_interval,414050169.358095,2873063568.620845,-0.016456,1.0,0.0,503.130805,0.779762,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,255328774.768912,255350519.591249,0.571429,503.45306,0.5,503.45306,0.160714,503.45306,3345.535086,5847.167691,0.410714,0.410714,503.130805,1018.934209,1672.767543,2202.084521,1631.262091,64420.374609,0.303571,8.017662,0.0,0.0,0.303571,51.0,0.157209,0.156111,0.157209,0.156111,-0.212114,10000.0,26.0,0.303571,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,33,dc3s_ftit,dc3s_ftit,414614969.075294,2876699606.584647,0.11993,0.519894,257.323468,13917.81241,1.0,1.0,13917.81241,20849.171319,0.0,0.056379,0.34902,1.0,1.0,45.630807,0.0,0.0,0.571429,503.45306,0.5,503.45306,0.160714,503.45306,3345.535086,5847.167691,0.952381,0.958333,13917.81241,919.13592,1672.767543,276.063892,955.989118,23903.996229,0.0,0.0,0.0,0.059524,0.0,0.0,0.0,0.0,0.0,0.0,9498.240099,10000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,33,dc3s_wrapped,dc3s_wrapped,414053687.799766,2873081770.150053,-0.015607,0.841124,0.0,643.377291,1.0,0.982143,643.377291,1042.340719,0.0,0.056379,0.34902,1.166238,1.695854,1.075795,0.0,0.0,0.571429,503.45306,0.5,503.45306,0.160714,503.45306,3345.535086,5847.167691,0.410714,0.416667,643.377291,1007.702633,1672.767543,2173.077077,1617.849084,63615.594202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139834,10000.0,0.0,0.017857,0.017857,0.0,1.0,0.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,33,deterministic_lp,deterministic_lp,414118317.588042,2873742484.022154,0.0,1.0,0.0,503.130805,1.0,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.571429,503.45306,0.5,503.45306,0.160714,503.45306,3345.535086,5847.167691,0.410714,0.410714,503.130805,1018.934209,1672.767543,2202.084521,1631.262091,64420.374609,0.041667,671.00996,0.084034,0.0,0.041667,7.0,95.858566,320.734677,95.858566,320.734677,-329.682051,10000.0,2.285714,0.041667,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,33,robust_fixed_interval,robust_fixed_interval,414050169.358095,2873063568.620845,-0.016456,1.0,0.0,503.130805,0.779762,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.571429,503.45306,0.5,503.45306,0.160714,503.45306,3345.535086,5847.167691,0.410714,0.410714,503.130805,1018.934209,1672.767543,2202.084521,1631.262091,64420.374609,0.303571,8.017662,0.0,0.0,0.303571,51.0,0.157209,0.156111,0.157209,0.156111,-0.212114,10000.0,26.0,0.303571,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,33,scenario_mpc,scenario_mpc,414050181.101131,2873063649.974694,-0.016453,1.0,0.0,8175.36609,1.0,1.0,8175.36609,9379.385515,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.571429,503.45306,0.5,503.45306,0.160714,503.45306,3345.535086,5847.167691,0.654762,0.708333,8175.36609,924.306318,1672.767543,806.37684,1134.483567,34613.663155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,33,scenario_robust,scenario_robust,414050181.101131,2873063649.974694,-0.016453,1.0,0.0,22809.280473,1.0,1.0,22809.280473,29207.9346,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.571429,503.45306,0.5,503.45306,0.160714,503.45306,3345.535086,5847.167691,0.940476,0.952381,22809.280473,1114.060269,2079.2754,531.030677,1241.455449,32901.81892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,11,aci_conformal,aci_conformal,389953212.20925,2705624446.840647,0.027588,1.0,0.0,99.923,1.0,1.0,99.923,99.992,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.892857,503.45306,0.946429,503.45306,109.328312,470.607364,0.922619,0.922619,99.923,46.958816,54.664156,63.500378,55.041117,2209.183886,0.0,0.0,0.0,0.017857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.017857,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,11,cvar_interval,cvar_interval,389747008.024613,2703811859.883219,-0.025306,1.0,0.0,503.130805,0.964286,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,203333381.409916,203350322.545762,0.946429,503.45306,0.892857,503.45306,0.946429,503.45306,109.328312,470.607364,0.928571,0.928571,503.130805,49.832969,54.664156,65.50169,56.666272,2306.693175,0.011905,0.3601,0.0,0.0,0.011905,2.0,0.18005,0.18005,0.18005,0.18005,-0.18005,10000.0,1.5,0.011905,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,11,dc3s_ftit,dc3s_ftit,389853433.039962,2704497281.338315,0.001994,0.943602,48.933639,1208.448781,1.0,1.0,1208.448781,2282.19153,0.0,0.023349,0.054917,1.0,1.0,3.962009,0.0,0.0,0.946429,503.45306,0.892857,503.45306,0.946429,503.45306,109.328312,470.607364,0.946429,0.946429,1208.448781,51.103172,54.664156,63.360788,56.376039,2289.279197,0.0,0.0,0.0,0.029762,0.0,0.0,0.0,0.0,0.0,0.0,1787.279299,10000.0,0.0,0.005952,0.0,0.0,1.0,0.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,11,dc3s_wrapped,dc3s_wrapped,389747016.341684,2703811929.986824,-0.025303,0.998515,0.0,525.29203,0.964286,0.994048,525.29203,554.434035,0.0,0.023349,0.054917,1.024389,1.056241,1.018977,0.0,0.0,0.946429,503.45306,0.892857,503.45306,0.946429,503.45306,109.328312,470.607364,0.928571,0.928571,525.29203,49.754823,54.664156,65.061643,56.493541,2296.329327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004562,10000.0,0.0,0.005952,0.005952,0.0,1.0,0.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,11,deterministic_lp,deterministic_lp,389845660.822398,2704525342.448355,0.0,1.0,0.0,503.130805,1.0,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.892857,503.45306,0.946429,503.45306,109.328312,470.607364,0.928571,0.928571,503.130805,49.832969,54.664156,65.50169,56.666272,2306.693175,0.071429,1026.88692,0.153846,0.0,0.071429,12.0,85.57391,331.58698,85.57391,331.58698,-332.866364,10000.0,2.583333,0.071429,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,11,robust_fixed_interval,robust_fixed_interval,389747008.024613,2703811859.883219,-0.025306,1.0,0.0,503.130805,0.964286,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.892857,503.45306,0.946429,503.45306,109.328312,470.607364,0.928571,0.928571,503.130805,49.832969,54.664156,65.50169,56.666272,2306.693175,0.011905,0.3601,0.0,0.0,0.011905,2.0,0.18005,0.18005,0.18005,0.18005,-0.18005,10000.0,1.5,0.011905,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,11,scenario_mpc,scenario_mpc,389747015.68811,2703811928.18138,-0.025304,1.0,0.0,8000.36749,1.0,1.0,8000.36749,9208.365847,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.892857,503.45306,0.946429,503.45306,109.328312,470.607364,0.994048,1.0,8000.36749,200.944657,54.664156,199.224963,151.611259,8003.392402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,11,scenario_robust,scenario_robust,389747015.68811,2703811928.18138,-0.025304,1.0,0.0,1927.871449,1.0,1.0,1927.871449,2614.525165,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.892857,503.45306,0.946429,503.45306,109.328312,470.607364,0.952381,0.958333,1927.871449,64.448612,119.700821,81.257631,88.469021,2914.124863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,22,aci_conformal,aci_conformal,389167250.76059,2707396683.756821,0.023042,1.0,0.0,99.948714,1.0,1.0,99.948714,100.016,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.910714,503.45306,0.910714,503.45306,112.457842,436.050826,0.922619,0.922619,99.948714,45.935541,56.228921,67.653183,56.605882,2271.774485,0.0,0.0,0.0,0.017857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14600.0,0.0,0.017857,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,22,cvar_interval,cvar_interval,389029675.419802,2706141079.149969,-0.012318,1.0,0.0,503.130805,0.625,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,246550043.41966,246569802.243909,0.946429,503.45306,0.910714,503.45306,0.910714,503.45306,112.457842,436.050826,0.922619,0.922619,503.130805,48.809063,56.228921,69.487609,58.175197,2365.933425,0.595238,13.483599,0.0,0.0,0.595238,100.0,0.134836,0.191067,0.134836,0.191067,-0.299378,10000.0,50.5,0.595238,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,22,dc3s_ftit,dc3s_ftit,389118910.101707,2706711890.28761,0.010617,0.916739,52.713671,1255.838424,1.0,1.0,1255.838424,1958.825205,0.0,0.023154,0.05561,1.0,1.0,4.11738,0.0,0.0,0.946429,503.45306,0.910714,503.45306,0.910714,503.45306,112.457842,436.050826,0.928571,0.934524,1255.838424,49.973416,56.228921,67.972593,58.05831,2358.920184,0.0,0.0,0.0,0.035714,0.0,0.0,0.0,0.0,0.0,0.0,1506.375828,10000.0,0.0,0.02381,0.0,0.0,1.0,0.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,22,dc3s_wrapped,dc3s_wrapped,389029710.503171,2706141319.454168,-0.012309,0.999622,0.0,524.592,0.940476,0.97619,524.592,554.944548,0.0,0.023154,0.05561,1.023419,1.05561,1.018599,0.0,0.0,0.946429,503.45306,0.910714,503.45306,0.910714,503.45306,112.457842,436.050826,0.922619,0.922619,524.592,48.494509,56.228921,69.204296,57.975909,2353.976098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3308,10000.0,0.0,0.02381,0.02381,0.0,1.0,0.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,22,deterministic_lp,deterministic_lp,389077600.346967,2706447066.862529,0.0,1.0,0.0,503.130805,1.0,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.910714,503.45306,0.910714,503.45306,112.457842,436.050826,0.922619,0.922619,503.130805,48.809063,56.228921,69.487609,58.175197,2365.933425,0.065476,652.774645,0.153846,0.0,0.065476,11.0,59.34315,305.907019,59.34315,305.907019,-311.735766,10000.0,2.181818,0.065476,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,22,robust_fixed_interval,robust_fixed_interval,389029675.419802,2706141079.149969,-0.012318,1.0,0.0,503.130805,0.625,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.910714,503.45306,0.910714,503.45306,112.457842,436.050826,0.922619,0.922619,503.130805,48.809063,56.228921,69.487609,58.175197,2365.933425,0.595238,13.483599,0.0,0.0,0.595238,100.0,0.134836,0.191067,0.134836,0.191067,-0.299378,10000.0,50.5,0.595238,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,22,scenario_mpc,scenario_mpc,389029691.052431,2706141193.201553,-0.012314,1.0,0.0,8001.004818,1.0,1.0,8001.004818,9231.924205,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.910714,503.45306,0.910714,503.45306,112.457842,436.050826,1.0,1.0,8001.004818,201.24822,56.228921,198.802021,152.093054,8001.004818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,22,scenario_robust,scenario_robust,389029691.052431,2706141193.201553,-0.012314,1.0,0.0,1790.019396,1.0,1.0,1790.019396,2308.643431,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.910714,503.45306,0.910714,503.45306,112.457842,436.050826,0.928571,0.934524,1790.019396,59.288049,111.146163,79.091275,83.175162,2767.586478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,33,aci_conformal,aci_conformal,388542330.648112,2698241132.902094,0.026164,1.0,0.0,99.927286,1.0,1.0,99.927286,99.9833,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.982143,503.45306,0.857143,503.45306,84.192198,341.62412,0.922619,0.922619,99.927286,60.44294,42.096099,24.880139,42.47306,1706.461597,0.0,0.0,0.0,0.017857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14369.012911,0.0,0.017857,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,33,cvar_interval,cvar_interval,388389670.782738,2696696338.477388,-0.013137,1.0,0.0,503.130805,0.75,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,242397374.975926,242419300.712603,0.946429,503.45306,0.982143,503.45306,0.857143,503.45306,84.192198,341.62412,0.928571,0.928571,503.130805,60.914729,42.096099,29.976585,44.329138,1817.826295,0.303571,11.399007,0.0,0.0,0.303571,51.0,0.22351,0.22351,0.22351,0.22351,-0.22351,10000.0,26.0,0.303571,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,33,dc3s_ftit,dc3s_ftit,388489840.945001,2697348065.633368,0.012651,0.944968,37.093699,913.846938,1.0,1.0,913.846938,1575.504854,0.0,0.023573,0.051847,1.0,1.0,2.99613,0.0,0.0,0.946429,503.45306,0.982143,503.45306,0.857143,503.45306,84.192198,341.62412,0.946429,0.946429,913.846938,51.019888,42.096099,33.880913,42.3323,1698.016024,0.0,0.0,0.0,0.02381,0.0,0.0,0.0,0.0,0.0,0.0,1693.318615,10000.0,0.0,0.017857,0.0,0.0,1.0,0.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,33,dc3s_wrapped,dc3s_wrapped,388447437.465355,2696719839.03934,0.001735,0.999476,0.0,525.056737,1.0,0.982143,525.056737,552.726171,0.0,0.023573,0.051847,1.02394,1.053573,1.018963,0.0,0.0,0.946429,503.45306,0.982143,503.45306,0.857143,503.45306,84.192198,341.62412,0.928571,0.928571,525.056737,60.513177,42.096099,30.13855,44.249275,1813.03454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103067,10000.0,0.0,0.017857,0.017857,0.0,1.0,0.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,33,deterministic_lp,deterministic_lp,388440698.914723,2697210709.117955,0.0,1.0,0.0,503.130805,1.0,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.982143,503.45306,0.857143,503.45306,84.192198,341.62412,0.928571,0.928571,503.130805,60.914729,42.096099,29.976585,44.329138,1817.826295,0.017857,78.658228,0.0,0.0,0.017857,3.0,26.219409,66.983374,26.219409,66.983374,-73.933771,10000.0,2.0,0.017857,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,33,robust_fixed_interval,robust_fixed_interval,388389670.782738,2696696338.477388,-0.013137,1.0,0.0,503.130805,0.75,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.982143,503.45306,0.857143,503.45306,84.192198,341.62412,0.928571,0.928571,503.130805,60.914729,42.096099,29.976585,44.329138,1817.826295,0.303571,11.399007,0.0,0.0,0.303571,51.0,0.22351,0.22351,0.22351,0.22351,-0.22351,10000.0,26.0,0.303571,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,33,scenario_mpc,scenario_mpc,388389684.002975,2696696424.490899,-0.013133,1.0,0.0,8003.512617,1.0,1.0,8003.512617,9199.01544,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.982143,503.45306,0.857143,503.45306,84.192198,341.62412,1.0,1.0,8003.512617,198.062556,42.096099,202.113075,147.42391,8003.512617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
dropout,33,scenario_robust,scenario_robust,388389684.002975,2696696424.490899,-0.013133,1.0,0.0,1365.150336,1.0,1.0,1365.150336,1748.113965,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.946429,503.45306,0.982143,503.45306,0.857143,503.45306,84.192198,341.62412,0.940476,0.940476,1365.150336,61.29587,85.642308,43.440871,63.459683,2094.734809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,672.0,0.05,5.0,0.5,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.5
drift_combo,11,aci_conformal,aci_conformal,415712615.966999,2882064677.798017,0.02574,1.0,0.0,16578.654772,1.0,1.0,16578.654772,16578.715929,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.642857,503.45306,0.446429,503.45306,0.160714,503.45306,3484.117103,6002.81155,0.89881,0.958333,16578.654772,999.786186,1742.058552,356.311505,1032.718748,27121.953821,0.0,0.0,0.0,0.017857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.017857,0.0,0.0,0.0,672.0,0.05,5.0,0.7,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.7
drift_combo,11,cvar_interval,cvar_interval,415506400.761509,2880252027.973832,-0.023878,1.0,0.0,503.130805,0.922619,1.0,503.130805,503.45306,0.0,0.0,0.0,1.0,1.0,1.0,227226365.870859,227243784.899173,0.642857,503.45306,0.446429,503.45306,0.160714,503.45306,3484.117103,6002.81155,0.416667,0.416667,503.130805,995.219668,1742.058552,2367.374628,1701.550949,67251.885907,0.017857,1.011998,0.0,0.0,0.017857,3.0,0.337333,0.337333,0.337333,0.337333,-0.337333,10000.0,2.0,0.017857,0.0,0.0,0.0,672.0,0.05,5.0,0.7,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.7
drift_combo,11,dc3s_ftit,dc3s_ftit,416086390.334708,2883982725.643552,0.115675,0.558621,247.838744,13958.235368,1.0,1.0,13958.235368,20519.873651,0.0,0.051912,0.305118,1.0,1.0,45.763337,0.0,0.0,0.642857,503.45306,0.446429,503.45306,0.160714,503.45306,3484.117103,6002.81155,0.940476,0.958333,13958.235368,957.452554,1742.058552,283.979382,994.496829,24828.638721,0.0,0.0,0.0,0.053571,0.0,0.0,0.0,0.0,0.0,0.0,9738.499438,10000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,5.0,0.7,168,"11,22,33",reports/publication/sweeps/runs/alpha0=0.05__ph_lambda=5__kpen=0.7
